5.141671491944770356e-01 9.083969891667165175e-02 2.275371209351183532e-01 5.714778297939760998e-01 4.295235594267859947e-01 6.217528509687290095e-01 7.193206660186642898e-01 5.513014211463080905e-01 8.491977940737533981e-01 8.227193473932473688e-01
3.283446139516633666e-01 4.533195896081646525e-01 2.975328567469821550e-01 7.382092962311468387e-01 8.948106901830246152e-01 4.045101260852129732e-01 3.814583497835971615e-01 5.306350429934620916e-01 5.774599045524284602e-01 9.504451084682032924e-01
2.072653582581379661e-01 5.281652594847719984e-01 6.819082901310666855e-01 8.901851849794173432e-01 6.130977914213718849e-01 3.472743802147451042e-01 6.624824401235150928e-01 4.901810553558172412e-01 6.848762445019083156e-01 2.678504711174840569e-01
6.831274096089036130e-01 2.417383980660133824e-01 9.833736900678036186e-01 9.003980913169432609e-01 1.733461258037133357e-01 6.047023692347871515e-01 5.131000374530978458e-01 1.342605322370541421e-01 3.966251707462259413e-01 1.319246742927020488e-01
9.125477545302500548e-01 9.825689485159415648e-01 3.425877616196257858e-01 8.393585893822727018e-01 1.971695828789336025e-01 9.702825073553669188e-01 6.584722585379432225e-02 8.133114848880687031e-01 6.704801366109589544e-01 9.047048360666254396e-02
1.181125677911302185e-01 2.905671178244462194e-01 4.620290570392724394e-01 8.125862156021878002e-01 2.765904888455632538e-01 4.661211163980809591e-01 6.193352290679884353e-01 8.955028453643277819e-01 2.219494836213603550e-01 7.702850335930945258e-01
9.215464981678490597e-01 1.632950995806281558e-02 5.719858099652408434e-02 8.860338162979698451e-01 6.341844890501947551e-01 4.150970103238653675e-01 7.157978459791830561e-01 2.397992552185845838e-02 1.614952041889435863e-01 8.966836403076161588e-01
3.359470633766941106e-01 4.299985202638757498e-01 2.345549286602334194e-01 6.623275418143877991e-01 2.303784217139906998e-01 4.111668705615174613e-01 3.009508356149693808e-01 9.142854032906738704e-01 7.932402289389028915e-02 3.184120541669054338e-01
2.824161043983128838e-01 3.873919328212495072e-01 7.129853469361070450e-01 5.402740388678666239e-01 2.240808874210515889e-01 3.709460137093727461e-01 4.207105521326542918e-01 5.755938879071549330e-01 7.635626971305164989e-01 7.138471802500812036e-02
3.432646784809054719e-01 5.320640152308159232e-01 9.314488751141146716e-01 8.934976632258503360e-01 4.707856336799557395e-01 5.448855612939029758e-02 2.403826727825109089e-01 2.116570324441718887e-01 6.913774218942190242e-01 4.569470768205654565e-01
7.878345929190688768e-02 8.492886559701817717e-03 6.076620758212148976e-01 8.464055242058635686e-01 2.981983650522440632e-01 6.398413160047000670e-01 1.048229957400772516e-01 4.986251121301253919e-01 9.150498734434133752e-01 6.483723747017638983e-01
2.551320551725055896e-02 6.339202374727865852e-01 5.015362387870008209e-01 3.324594248132317631e-01 3.041121075014650010e-01 5.489814485367990882e-01 4.321066908132549234e-01 9.322393341739365624e-02 2.321111600970923172e-01 6.682663379766170531e-01
5.973190217601106466e-01 9.415241101312978866e-01 4.538580037990324056e-01 4.788689900841908154e-01 7.600622636051579395e-01 7.924209426505590681e-02 6.351434784453038329e-01 3.611039824837849466e-01 2.947122835557035581e-01 7.490067863589291441e-01
9.800002416994478827e-01 2.830024271743798447e-01 1.848698502484718009e-01 7.570064716850909425e-01 5.894623741605037326e-01 7.976361825901061575e-01 4.874165468085980280e-01 3.658769679325191149e-02 7.622959098634335406e-01 8.735436396846806284e-01
5.918859410258647813e-02 5.024529729566454828e-01 3.117375228670249410e-02 3.086262798213453840e-01 1.209814338581021165e-01 3.409329982331313902e-01 9.413906327562010512e-01 9.751901801127119684e-01 6.350910881121845097e-01 5.507680174573792442e-02
8.590399618212918309e-01 3.230280525110165168e-01 2.551802657297065346e-01 5.883171743134705256e-01 1.479891513311980544e-01 1.591392554028224771e-01 1.251054515705276593e-01 1.273116708013783960e-01 3.208888861786791669e-01 5.190575486116911774e-01
6.218858795101345205e-02 9.972784189374312991e-01 4.710991202602288208e-02 7.733424455711500611e-01 7.805339450881837449e-01 1.247118483364875186e-01 7.441529291659636502e-01 7.174650171469194593e-01 7.287023113704023114e-01 1.845891697954634703e-01
1.373817058541229041e-01 4.149709781774103545e-01 7.419352632569377048e-01 9.754759450797068077e-03 1.114646512459979144e-01 8.393422765895799387e-01 1.250599406342711717e-02 8.196938566947110649e-01 3.626790307224058152e-01 2.237364395371406189e-01
3.027649866890520514e-01 6.675767406185012520e-01 2.307153876619172372e-02 3.205549053151479644e-01 4.945471029083404746e-01 9.429276471439750340e-01 5.186221194962392644e-01 9.380664302240852015e-01 2.921371135699130095e-01 8.296204337675358031e-01
4.139063825461335444e-01 1.002150577649486562e-01 7.705817112304411687e-01 8.684650888403715463e-01 4.607123521311506931e-02 9.934804878090637281e-01 4.081019533340126682e-01 2.384219438122947565e-03 5.564514310231980510e-01 1.001437138999502485e-01
9.189117340339881812e-01 1.458855617367869062e-01 5.556876927371252606e-01 7.831387264339497722e-01 9.335075876093825720e-01 3.730533688068641274e-01 6.697168595643543387e-01 1.037049763369851663e-01 6.648905257226014331e-01 1.918866445604282545e-01
7.452671708492242253e-01 4.885676352393963917e-01 8.056391636298663173e-01 2.743617153361774808e-01 2.023541205901633333e-01 3.251060615194453218e-01 5.467301270355521270e-01 5.113436695292112866e-01 5.729727136684429345e-01 9.098704329487041775e-01
5.150995784741488892e-01 9.268296145136649677e-01 8.697112154625480374e-01 5.081380775233770297e-01 2.997490340692332556e-01 5.367931598034542118e-01 2.801575380541639904e-01 4.634438595469407840e-01 5.094998825953139798e-01 4.957218688408976393e-01
2.270340429165382812e-01 6.317379131831281081e-01 8.747808144142671383e-01 5.624640703651004880e-01 1.279564781171224075e-01 4.623950058857725365e-01 1.423419637413009253e-01 4.373872449668005924e-01 5.797009030227215920e-01 6.842347879028486402e-01
1.916100937243409019e-01 3.302176841622345149e-01 6.014540329752918746e-01 2.699105230397351729e-01 7.407166653321646255e-01 4.043169100106491776e-02 5.310574637295595313e-01 4.710909469772376346e-01 9.724746427107586744e-01 6.858313335019913248e-01
4.625081401767587863e-01 9.925173091651461332e-01 1.327113246185573914e-01 4.872281839059225961e-01 5.290868696335869759e-01 1.006803973251472195e-01 2.934204795747834549e-01 6.690388948291509097e-01 4.310101002949212612e-01 1.015437134929124685e-01
7.917047110489834338e-01 4.219689561882591367e-01 5.338079624315451577e-01 2.099504182011359132e-01 2.743157902350051858e-01 1.676903602494336232e-01 5.505514897728630563e-01 3.822277951158955522e-01 8.969370521466007995e-01 9.712360549359637663e-01
1.285741421205032209e-01 3.355682865834961337e-01 5.856862156050347545e-01 6.650621472493218889e-01 3.132274629933770038e-01 1.859853563567932522e-01 8.502868815745151521e-01 6.499561507576763209e-01 9.163462184251375264e-01 6.084481283775612370e-01
6.810717448266221385e-01 4.016520274522734635e-01 1.129313887045606535e-01 2.158456964144486179e-01 1.943797377794277415e-01 8.225867132312697505e-01 7.309011235146722907e-01 4.981704787769241083e-01 5.291941088376106439e-01 9.528722477290951787e-02
7.928241513326472756e-02 5.379730400294751025e-01 3.303774273989292798e-01 3.676572703297976696e-01 3.949629191633163838e-02 1.823877857349555098e-01 6.873054873364436990e-01 8.497855682161161717e-01 6.854954505422540256e-01 8.851771081239958594e-01
6.473730116166691584e-01 9.695938051260787338e-01 1.579669660941978027e-01 4.011909502538787420e-01 1.454650277708285921e-01 2.134016270008981531e-01 4.536422713259427031e-01 8.980712161791924997e-01 7.800181961176479994e-01 6.683485227107183180e-01
6.115447677957160932e-01 7.065041779156941981e-01 9.061142915215503191e-01 5.364989217399986909e-01 4.109115047797599063e-01 3.455330049118686686e-01 5.293096023052097365e-01 5.955192417145833694e-01 1.972217960157424121e-01 8.962001777980336259e-01
7.771213086660266889e-02 5.010314831829366655e-01 6.794527521155204752e-01 3.029871999836466490e-01 9.347420700433839436e-01 1.005010713042570059e-01 2.782519464391900454e-01 5.526425391017900646e-01 5.815001323319816118e-01 1.290362676680799625e-01
8.565099348201438145e-01 2.224968617247151670e-01 9.163055282410987878e-01 1.426688058691192307e-01 5.610381510928490467e-01 4.051691047901457843e-01 5.031045281028259097e-01 7.959600379508023904e-01 5.904074692068468355e-01 8.627158917096416912e-01
6.438058560177680745e-01 8.717259719310603838e-01 1.603540214924682461e-01 8.663129625501605480e-01 2.330205709301523820e-01 8.492365967774425650e-01 9.682934576445065833e-01 5.081853017384716509e-01 7.914108245025233135e-01 5.775049037475055158e-03
4.026799418585778056e-01 2.366201724472702939e-01 8.275944601320527338e-01 7.318188963598838415e-01 8.508425526254659310e-02 5.761596009218927783e-01 3.104192119029233199e-01 4.472729681330616103e-01 9.456175162302840054e-01 9.586637577368478658e-01
9.176752897782683993e-01 5.751873223631198684e-02 3.766191851948960112e-01 4.247682520749349599e-01 5.506184313402688879e-01 1.624136966652900416e-01 2.456705201543190054e-01 2.049832996789285877e-01 7.886458491285641692e-02 6.963099819554767755e-01
5.015981959157780334e-01 6.805398550615525677e-01 5.176869332825592140e-01 6.711625231699236416e-02 8.669413438906796721e-01 6.857319048289527430e-01 5.664130274849819013e-01 9.983288196007396031e-01 1.806164556809761734e-01 3.666315249066104398e-01
9.015241830301267134e-01 5.124950237442682521e-02 8.327812319345526682e-01 9.009640767682696172e-01 1.924477822232112390e-01 1.227462636107428118e-01 7.822431243109718713e-01 7.997979594362317757e-01 5.061927936688459528e-01 8.016115235572500719e-01
3.230661592204351340e-01 3.780965098129771551e-01 2.873771062789510777e-01 1.790573307194176511e-01 6.553518720792063101e-01 6.286783975611187625e-02 1.021763516058086241e-01 6.980465551009066294e-01 9.698575975255412374e-01 2.473349877960051568e-02
6.321279162987395450e-01 6.161073055431529610e-01 9.457879058490969992e-01 6.998588103508470715e-01 3.225535651705041529e-01 7.600839472661626850e-01 6.561777420882751732e-01 4.384168956230694025e-02 5.981838364229216110e-01 8.646314542746355025e-01
4.283741093552863033e-01 5.420443762755217110e-01 4.486560665796617275e-01 7.787057196046947016e-01 9.333033102437175987e-01 4.249391014665974131e-01 2.039911247132886185e-02 2.381343793492763927e-01 5.364610066165274027e-01 1.684530624989978298e-01
3.021865347589182127e-01 3.778984386357104874e-01 8.253246010512358399e-01 2.464906371452451062e-01 4.650872370512455500e-01 4.057040177630724109e-01 6.365891924741915453e-01 8.919467276412123002e-01 2.263172101607663356e-01 6.644658578294064810e-01
9.721367765896294921e-01 6.526906807461099191e-01 6.260123399850788806e-01 7.958555924881195454e-01 9.542987986401273437e-01 1.833314007785764588e-01 3.659198169565180958e-01 9.349802314695356831e-01 2.346600282529737180e-01 4.191190343703852239e-01
4.343845645153174839e-01 6.392747220713764777e-01 1.478442318376883557e-01 5.356195272814651132e-01 5.235511370734285963e-01 5.657268693160710793e-02 1.315401298647542738e-01 8.746001514867935978e-01 3.300539266140782857e-01 1.649424677095695513e-01
1.675194267963008299e-01 6.571566217057029924e-01 5.937542429161726254e-01 8.784957670858934975e-01 1.440624759249299336e-01 6.802322808085272676e-01 4.057257207213890160e-01 7.524257229482391729e-01 7.473206469041401290e-01 6.502315185513637408e-01
1.901284857265744810e-01 3.712741433887387643e-01 1.147655375229991170e-01 5.254537242114647455e-01 3.367378963958389537e-01 4.672856575040735816e-01 8.593091298671133860e-01 9.979123117866662840e-01 3.135041692052149553e-01 8.112846064383882894e-01
9.184541085986380748e-01 8.475489639077714576e-01 1.731806319231520286e-01 9.472315643281887798e-01 7.064198322811299224e-01 3.136973917307721571e-01 3.779141846839700891e-01 5.317674916053086731e-01 4.574889902502083938e-01 1.645192052467839838e-01
4.056305917961054996e-01 9.792915830675946731e-01 6.286719154074923432e-01 6.223383567881507483e-01 5.773970916227610939e-01 8.079782713644979575e-01 6.771384399934994303e-01 6.732798311225465238e-01 5.917902166992939916e-01 2.584511969379377216e-02
7.319779709256291067e-02 6.332350975818578087e-01 6.489343981240869308e-01 2.722960261973350615e-02 3.997885568659893529e-01 1.439150077363261504e-01 4.716516833535119302e-01 9.413760135204648494e-01 6.086462994494998835e-01 9.934277206289027218e-01
3.911044505894433199e-01 8.224902441141747067e-01 7.903677639532145083e-01 9.923314913850833641e-02 1.808606285241303180e-01 4.347892799222183857e-01 1.520263507715683415e-01 5.281153693538565008e-01 9.017957640006751818e-01 7.872808497691292651e-01
2.425151124701344640e-01 3.589324903349915274e-01 9.632412665208148761e-01 6.857255958522781025e-01 2.905457613676704076e-01 7.733280972692386790e-01 1.183802919508947227e-02 4.611502062300952831e-01 1.858671837496649326e-01 5.499344914461415934e-01
1.241059746858597101e-02 7.556562239942379300e-01 7.277107253273299436e-01 9.669628447626643641e-01 2.995526111622128784e-01 7.352889990794051478e-01 7.388981697307218655e-01 2.192507496224690433e-01 5.529168147132035305e-02 6.217030327331718453e-02
4.166349854550683851e-01 9.686221511599014677e-01 2.615707670188786027e-01 1.165958540973593971e-01 4.066004000931650042e-01 8.851872009062006219e-01 3.934726015654959053e-01 1.857956015313581011e-01 1.134377851418636451e-01 5.787201346303971761e-01
9.237520289617512370e-01 7.975122094839869336e-01 4.580076678522400080e-01 4.991858309024911344e-01 5.992996829298423700e-01 1.206832926934386929e-01 5.842335221453088812e-01 2.449599293025280788e-01 1.731435561793426281e-02 3.983115335025203541e-01
2.273486382281688645e-01 9.863976500682480886e-01 2.794166300818547999e-01 4.550925332342045104e-01 7.648240895666537087e-01 3.334576051460691470e-02 1.240495395306934201e-01 1.537397711124333100e-02 9.079878312993496792e-01 8.777779703741709350e-01
7.361143713568221170e-01 6.173432807227471342e-01 9.659601598379690124e-01 6.977700059347656802e-01 8.476167293728490426e-01 6.363205994479411709e-01 1.287724514023482758e-01 8.790608420996119943e-01 4.496174848369968169e-01 1.903742890648210118e-01
3.000422109294840212e-01 7.662873671759055094e-01 9.601003021160744444e-01 5.956143725297700087e-01 1.849701234207994371e-01 2.607475287339332537e-01 9.794057016381725322e-01 9.471061722484918066e-01 4.671917994111058903e-01 1.891857919325706794e-01
2.868069034833563569e-01 3.487542800700003109e-01 5.340800545479342798e-01 7.008183964799992172e-01 5.856026385621793118e-01 2.325114079388572730e-01 7.394849426197181996e-01 6.327266308432843989e-01 8.023085836418967220e-01 4.822156015274938756e-01
7.056501536285501031e-01 1.927895831824000261e-02 6.393438888932003739e-01 6.258937319941381139e-01 7.715281862300698013e-01 2.152809104542131591e-01 3.144441299447411353e-01 7.486670077620737329e-01 9.338203651952065032e-01 1.035906286113519315e-02
2.545180845353933741e-01 9.224817883917719730e-01 9.841102043604736949e-01 4.895038806729197223e-01 4.071249309072542122e-01 8.503980799472401486e-01 5.568883450723116635e-02 1.134582714291312300e-01 7.089859866147650846e-01 1.455905186597028500e-01
4.306004851117624099e-01 2.491291520254438341e-01 6.819110236823298088e-01 7.885614342858877635e-01 9.071360143567933632e-01 4.171340111588874855e-01 5.848557020453647448e-01 9.120186463612401928e-01 4.929790155290250109e-01 1.444960040291340952e-01
5.314134633469570490e-01 7.253593869019906437e-01 7.240133179283843035e-01 1.632182967024532472e-01 4.467363217844443346e-01 3.996019955692524661e-01 6.851464083053212528e-01 5.767168450218602693e-01 3.815613588903836728e-01 1.000074128674649510e-01
4.181696563665082689e-02 7.553546889648727891e-01 9.594018734084097666e-02 8.073518505489354347e-01 6.408995166124150655e-01 4.210538563704678827e-01 3.333490254305155887e-01 3.622583928735897407e-01 7.787591926092096717e-02 4.604662849038907435e-01
9.846106120057721567e-01 8.520544195903748674e-01 4.984979909294310341e-01 5.195973486369663830e-01 8.818374811924534207e-01 9.342787677465856921e-01 4.272840532011605852e-01 6.919528617651116154e-01 4.210348178081801951e-02 9.002018249627624646e-01
1.289051993949656971e-01 6.395614060552693436e-01 1.887255420005012896e-01 1.616014403938915711e-01 4.901358758872367272e-01 5.656444043497380614e-01 5.652565264795312849e-01 2.670033253955470531e-01 8.688748176842652216e-01 1.619127595477811710e-01
9.525500024129925913e-01 7.010021396359739088e-01 2.789517614375243149e-01 3.409135432943196653e-01 9.647775902975698203e-01 8.743131489645454835e-01 8.796395644032561911e-01 8.467151132622516840e-01 8.792652964611726851e-01 3.120738476606225165e-01
8.937845095089724801e-01 5.159724889961502248e-01 5.060600997440640736e-01 3.418310995724022083e-01 3.043492874966595707e-01 4.852123255536868740e-01 4.435013736189665767e-01 6.681685903159194639e-01 2.542032374758762536e-01 4.545997518667554971e-02
1.630899683996644978e-01 2.897642968165636823e-03 5.248349875104818540e-02 3.587183477837727619e-01 2.969028055155604751e-01 3.419065085772083901e-01 5.029571017233248620e-01 6.284608912157518823e-02 2.962941800433207540e-01 4.376370490538408209e-01
